title,url,views,upload_date,duration,thumbnail_url,views_count
21:50,https://www.youtube.com/watch?v=3eE5ttdybR4,158k,1 day ago,,https://i.ytimg.com/vi/3eE5ttdybR4/hqdefault.jpg?sqp=-oaymwEnCNACELwBSFryq4qpAxkIARUAAIhCGAHYAQHiAQoIGBACGAY4AUAB&rs=AOn4CLDCslL-3nclHJ1iAgkT8XlBhmVEFQ,158000
15:54,https://www.youtube.com/watch?v=qMGOe0LhFn4,377k,2 weeks ago,,https://i.ytimg.com/vi/qMGOe0LhFn4/hqdefault.jpg?sqp=-oaymwEnCNACELwBSFryq4qpAxkIARUAAIhCGAHYAQHiAQoIGBACGAY4AUAB&rs=AOn4CLA3YA66r9voxPo5SeI7LueWv2pW5A,377000
11:33,https://www.youtube.com/watch?v=zOSOycX9Kcc,1.3m,3 weeks ago,,https://i.ytimg.com/vi/zOSOycX9Kcc/hqdefault.jpg?sqp=-oaymwEnCNACELwBSFryq4qpAxkIARUAAIhCGAHYAQHiAQoIGBACGAY4AUAB&rs=AOn4CLDFFN6XrWT2E9-OZ8TGMyI82PVCXA,13000000
12:38,https://www.youtube.com/watch?v=Pbp4EU4O-3A,176k,1 month ago,,https://i.ytimg.com/vi/Pbp4EU4O-3A/hqdefault.jpg?sqp=-oaymwEnCNACELwBSFryq4qpAxkIARUAAIhCGAHYAQHiAQoIGBACGAY4AUAB&rs=AOn4CLBvgUIgT2V9bbGUJuqIwHoqY8iIsQ,176000
12:17,https://www.youtube.com/watch?v=snBaHkQ8_TI,673k,2 months ago,,https://i.ytimg.com/vi/snBaHkQ8_TI/hqdefault.jpg?sqp=-oaymwEnCNACELwBSFryq4qpAxkIARUAAIhCGAHYAQHiAQoIGBACGAY4AUAB&rs=AOn4CLCK_nUP0L5huE5LugX19De1QD-LKQ,673000
39:50,https://www.youtube.com/watch?v=AXfnskilBH0,708k,2 months ago,,https://i.ytimg.com/vi/AXfnskilBH0/hqdefault.jpg?sqp=-oaymwEnCNACELwBSFryq4qpAxkIARUAAIhCGAHYAQHiAQoIGBACGAY4AUAB&rs=AOn4CLDQsQM-WeXXlL81w8yziNPmj9fwvA,708000
